index	image_idx	cell_idx	row	col	shape	color
13344	1482	6	2	0	square	green
13345	1482	7	2	1	none	none
13346	1482	8	2	2	none	none
13347	1483	0	0	0	circle	red
13348	1483	1	0	1	square	green
13349	1483	2	0	2	square	red
13350	1483	3	1	0	square	green
13351	1483	4	1	1	square	blue
13352	1483	5	1	2	none	none
13353	1483	6	2	0	circle	green
13354	1483	7	2	1	none	none
13355	1483	8	2	2	none	none
13356	1484	0	0	0	circle	red
13357	1484	1	0	1	square	blue
13358	1484	2	0	2	circle	blue
13359	1484	3	1	0	square	red
13360	1484	4	1	1	square	red
13361	1484	5	1	2	square	green
13362	1484	6	2	0	square	blue
13363	1484	7	2	1	square	green
13364	1484	8	2	2	none	none
13365	1485	0	0	0	square	red
13366	1485	1	0	1	none	none
13367	1485	2	0	2	square	green
13368	1485	3	1	0	triangle	green
13369	1485	4	1	1	triangle	green
13370	1485	5	1	2	none	none
13371	1485	6	2	0	square	green
13372	1485	7	2	1	square	blue
13373	1485	8	2	2	square	green
13374	1486	0	0	0	triangle	green
13375	1486	1	0	1	circle	red
13376	1486	2	0	2	triangle	red
13377	1486	3	1	0	square	red
13378	1486	4	1	1	none	none
13379	1486	5	1	2	circle	blue
13380	1486	6	2	0	square	red
13381	1486	7	2	1	square	green
13382	1486	8	2	2	none	none
13383	1487	0	0	0	none	none
13384	1487	1	0	1	triangle	blue
13385	1487	2	0	2	square	red
13386	1487	3	1	0	square	red
13387	1487	4	1	1	square	green
13388	1487	5	1	2	triangle	red
13389	1487	6	2	0	square	green
13390	1487	7	2	1	triangle	red
13391	1487	8	2	2	square	blue
13392	1488	0	0	0	circle	red
13393	1488	1	0	1	none	none
13394	1488	2	0	2	square	green
13395	1488	3	1	0	none	none
13396	1488	4	1	1	triangle	red
13397	1488	5	1	2	square	blue
13398	1488	6	2	0	square	red
13399	1488	7	2	1	square	green
13400	1488	8	2	2	none	none
13401	1489	0	0	0	none	none
13402	1489	1	0	1	square	red
13403	1489	2	0	2	square	green
13404	1489	3	1	0	square	red
13405	1489	4	1	1	none	none
13406	1489	5	1	2	square	red
13407	1489	6	2	0	square	green
13408	1489	7	2	1	square	red
13409	1489	8	2	2	circle	blue
13410	1490	0	0	0	square	blue
13411	1490	1	0	1	circle	green
13412	1490	2	0	2	square	red
13413	1490	3	1	0	square	green
13414	1490	4	1	1	square	green
13415	1490	5	1	2	triangle	blue
13416	1490	6	2	0	none	none
13417	1490	7	2	1	circle	blue
13418	1490	8	2	2	square	green
13419	1491	0	0	0	triangle	red
13420	1491	1	0	1	none	none
13421	1491	2	0	2	circle	blue
13422	1491	3	1	0	square	blue
13423	1491	4	1	1	none	none
13424	1491	5	1	2	circle	red
13425	1491	6	2	0	none	none
13426	1491	7	2	1	none	none
13427	1491	8	2	2	square	red
13428	1492	0	0	0	square	red
13429	1492	1	0	1	square	red
13430	1492	2	0	2	triangle	green
13431	1492	3	1	0	square	red
13432	1492	4	1	1	none	none
13433	1492	5	1	2	square	blue
13434	1492	6	2	0	square	blue
13435	1492	7	2	1	circle	blue
13436	1492	8	2	2	square	blue
13437	1493	0	0	0	square	green
13438	1493	1	0	1	triangle	blue
13439	1493	2	0	2	none	none
13440	1493	3	1	0	square	blue
13441	1493	4	1	1	square	green
13442	1493	5	1	2	circle	red
13443	1493	6	2	0	circle	red
13444	1493	7	2	1	square	green
13445	1493	8	2	2	square	blue
13446	1494	0	0	0	circle	red
13447	1494	1	0	1	triangle	green
13448	1494	2	0	2	none	none
13449	1494	3	1	0	square	blue
13450	1494	4	1	1	square	blue
13451	1494	5	1	2	square	blue
13452	1494	6	2	0	square	green
13453	1494	7	2	1	triangle	blue
13454	1494	8	2	2	none	none
13455	1495	0	0	0	square	blue
13456	1495	1	0	1	square	red
13457	1495	2	0	2	square	blue
13458	1495	3	1	0	triangle	blue
13459	1495	4	1	1	circle	green
13460	1495	5	1	2	square	blue
13461	1495	6	2	0	square	green
13462	1495	7	2	1	square	green
13463	1495	8	2	2	circle	red
13464	1496	0	0	0	circle	blue
13465	1496	1	0	1	square	blue
13466	1496	2	0	2	square	green
13467	1496	3	1	0	square	green
13468	1496	4	1	1	square	red
13469	1496	5	1	2	square	green
13470	1496	6	2	0	circle	green
13471	1496	7	2	1	square	red
13472	1496	8	2	2	square	red
13473	1497	0	0	0	circle	blue
13474	1497	1	0	1	square	green
13475	1497	2	0	2	square	blue
13476	1497	3	1	0	none	none
13477	1497	4	1	1	triangle	red
13478	1497	5	1	2	none	none
13479	1497	6	2	0	none	none
13480	1497	7	2	1	circle	red
13481	1497	8	2	2	square	green
13482	1498	0	0	0	square	blue
13483	1498	1	0	1	circle	red
13484	1498	2	0	2	square	red
13485	1498	3	1	0	none	none
13486	1498	4	1	1	triangle	blue
13487	1498	5	1	2	square	red
13488	1498	6	2	0	square	red
13489	1498	7	2	1	triangle	blue
13490	1498	8	2	2	triangle	red
13491	1499	0	0	0	none	none
13492	1499	1	0	1	none	none
13493	1499	2	0	2	square	blue
13494	1499	3	1	0	triangle	red
13495	1499	4	1	1	triangle	red
13496	1499	5	1	2	triangle	green
13497	1499	6	2	0	triangle	blue
13498	1499	7	2	1	none	none
13499	1499	8	2	2	square	blue
13500	1500	0	0	0	square	blue
13501	1500	1	0	1	none	none
13502	1500	2	0	2	triangle	green
13503	1500	3	1	0	square	blue
13504	1500	4	1	1	square	green
13505	1500	5	1	2	triangle	blue
13506	1500	6	2	0	none	none
13507	1500	7	2	1	none	none
13508	1500	8	2	2	square	green
13509	1501	0	0	0	square	blue
13510	1501	1	0	1	triangle	red
13511	1501	2	0	2	none	none
13512	1501	3	1	0	square	green
13513	1501	4	1	1	square	green
13514	1501	5	1	2	triangle	blue
13515	1501	6	2	0	triangle	green
13516	1501	7	2	1	square	blue
13517	1501	8	2	2	square	green
13518	1502	0	0	0	square	blue
13519	1502	1	0	1	triangle	green
13520	1502	2	0	2	triangle	red
13521	1502	3	1	0	square	green
13522	1502	4	1	1	circle	green
13523	1502	5	1	2	square	red
13524	1502	6	2	0	square	green
13525	1502	7	2	1	triangle	red
13526	1502	8	2	2	none	none
13527	1503	0	0	0	triangle	blue
13528	1503	1	0	1	square	green
13529	1503	2	0	2	none	none
13530	1503	3	1	0	none	none
13531	1503	4	1	1	square	blue
13532	1503	5	1	2	circle	blue
13533	1503	6	2	0	none	none
13534	1503	7	2	1	none	none
13535	1503	8	2	2	square	red
13536	1504	0	0	0	square	green
13537	1504	1	0	1	square	red
13538	1504	2	0	2	none	none
13539	1504	3	1	0	circle	green
13540	1504	4	1	1	none	none
13541	1504	5	1	2	square	blue
13542	1504	6	2	0	square	red
13543	1504	7	2	1	square	red
13544	1504	8	2	2	circle	blue
13545	1505	0	0	0	circle	red
13546	1505	1	0	1	none	none
13547	1505	2	0	2	square	blue
13548	1505	3	1	0	square	blue
13549	1505	4	1	1	triangle	green
13550	1505	5	1	2	square	green
13551	1505	6	2	0	none	none
13552	1505	7	2	1	square	red
13553	1505	8	2	2	square	blue
13554	1506	0	0	0	circle	red
13555	1506	1	0	1	none	none
13556	1506	2	0	2	square	blue
13557	1506	3	1	0	circle	green
13558	1506	4	1	1	triangle	blue
13559	1506	5	1	2	square	green
13560	1506	6	2	0	circle	red
13561	1506	7	2	1	square	blue
13562	1506	8	2	2	square	red
13563	1507	0	0	0	square	green
13564	1507	1	0	1	none	none
13565	1507	2	0	2	circle	green
13566	1507	3	1	0	square	red
13567	1507	4	1	1	circle	green
13568	1507	5	1	2	triangle	green
13569	1507	6	2	0	none	none
13570	1507	7	2	1	triangle	blue
13571	1507	8	2	2	circle	blue
13572	1508	0	0	0	triangle	red
13573	1508	1	0	1	triangle	green
13574	1508	2	0	2	square	green
13575	1508	3	1	0	circle	red
13576	1508	4	1	1	square	blue
13577	1508	5	1	2	none	none
13578	1508	6	2	0	triangle	green
13579	1508	7	2	1	circle	red
13580	1508	8	2	2	square	red
13581	1509	0	0	0	circle	red
13582	1509	1	0	1	square	red
13583	1509	2	0	2	none	none
13584	1509	3	1	0	none	none
13585	1509	4	1	1	triangle	red
13586	1509	5	1	2	circle	blue
13587	1509	6	2	0	square	red
13588	1509	7	2	1	circle	green
13589	1509	8	2	2	square	red
13590	1510	0	0	0	triangle	blue
13591	1510	1	0	1	none	none
13592	1510	2	0	2	square	green
13593	1510	3	1	0	triangle	red
13594	1510	4	1	1	none	none
13595	1510	5	1	2	circle	blue
13596	1510	6	2	0	square	red
13597	1510	7	2	1	square	red
13598	1510	8	2	2	triangle	blue
13599	1511	0	0	0	none	none
13600	1511	1	0	1	none	none
13601	1511	2	0	2	square	blue
13602	1511	3	1	0	square	blue
13603	1511	4	1	1	circle	red
13604	1511	5	1	2	square	green
13605	1511	6	2	0	circle	green
13606	1511	7	2	1	none	none
13607	1511	8	2	2	none	none
13608	1512	0	0	0	circle	red
13609	1512	1	0	1	square	red
13610	1512	2	0	2	square	green
13611	1512	3	1	0	square	blue
13612	1512	4	1	1	square	green
13613	1512	5	1	2	square	red
13614	1512	6	2	0	triangle	green
13615	1512	7	2	1	circle	green
13616	1512	8	2	2	square	red
13617	1513	0	0	0	square	red
13618	1513	1	0	1	circle	green
13619	1513	2	0	2	square	blue
13620	1513	3	1	0	triangle	red
13621	1513	4	1	1	square	red
13622	1513	5	1	2	none	none
13623	1513	6	2	0	square	green
13624	1513	7	2	1	square	red
13625	1513	8	2	2	none	none
13626	1514	0	0	0	circle	blue
13627	1514	1	0	1	triangle	blue
13628	1514	2	0	2	square	green
13629	1514	3	1	0	square	green
13630	1514	4	1	1	triangle	blue
13631	1514	5	1	2	square	green
13632	1514	6	2	0	square	blue
13633	1514	7	2	1	circle	red
13634	1514	8	2	2	none	none
13635	1515	0	0	0	triangle	green
13636	1515	1	0	1	square	blue
13637	1515	2	0	2	square	green
13638	1515	3	1	0	circle	red
13639	1515	4	1	1	square	red
13640	1515	5	1	2	square	blue
13641	1515	6	2	0	triangle	green
13642	1515	7	2	1	square	blue
13643	1515	8	2	2	none	none
13644	1516	0	0	0	none	none
13645	1516	1	0	1	circle	blue
13646	1516	2	0	2	circle	blue
13647	1516	3	1	0	square	red
13648	1516	4	1	1	square	red
13649	1516	5	1	2	none	none
13650	1516	6	2	0	square	blue
13651	1516	7	2	1	square	blue
13652	1516	8	2	2	triangle	red
13653	1517	0	0	0	square	blue
13654	1517	1	0	1	square	blue
13655	1517	2	0	2	square	green
13656	1517	3	1	0	square	green
13657	1517	4	1	1	circle	blue
13658	1517	5	1	2	none	none
13659	1517	6	2	0	circle	red
13660	1517	7	2	1	square	green
13661	1517	8	2	2	circle	blue
13662	1518	0	0	0	circle	red
13663	1518	1	0	1	square	green
13664	1518	2	0	2	square	blue
13665	1518	3	1	0	none	none
13666	1518	4	1	1	none	none
13667	1518	5	1	2	triangle	red
13668	1518	6	2	0	square	red
13669	1518	7	2	1	square	green
13670	1518	8	2	2	square	red
13671	1519	0	0	0	square	green
13672	1519	1	0	1	square	red
13673	1519	2	0	2	square	red
13674	1519	3	1	0	none	none
13675	1519	4	1	1	square	green
13676	1519	5	1	2	circle	green
13677	1519	6	2	0	square	blue
13678	1519	7	2	1	square	red
13679	1519	8	2	2	triangle	blue
13680	1520	0	0	0	square	blue
13681	1520	1	0	1	none	none
13682	1520	2	0	2	circle	green
13683	1520	3	1	0	circle	blue
13684	1520	4	1	1	square	green
13685	1520	5	1	2	square	blue
13686	1520	6	2	0	square	blue
13687	1520	7	2	1	none	none
13688	1520	8	2	2	none	none
13689	1521	0	0	0	square	blue
13690	1521	1	0	1	none	none
13691	1521	2	0	2	none	none
13692	1521	3	1	0	triangle	green
13693	1521	4	1	1	square	blue
13694	1521	5	1	2	square	red
13695	1521	6	2	0	circle	green
13696	1521	7	2	1	square	blue
13697	1521	8	2	2	square	red
13698	1522	0	0	0	square	blue
13699	1522	1	0	1	square	green
13700	1522	2	0	2	none	none
13701	1522	3	1	0	square	red
13702	1522	4	1	1	square	red
13703	1522	5	1	2	square	blue
13704	1522	6	2	0	none	none
13705	1522	7	2	1	square	blue
13706	1522	8	2	2	triangle	red
13707	1523	0	0	0	square	red
13708	1523	1	0	1	square	green
13709	1523	2	0	2	square	red
13710	1523	3	1	0	triangle	red
13711	1523	4	1	1	square	red
13712	1523	5	1	2	square	blue
13713	1523	6	2	0	square	blue
13714	1523	7	2	1	square	blue
13715	1523	8	2	2	circle	red
13716	1524	0	0	0	circle	red
13717	1524	1	0	1	none	none
13718	1524	2	0	2	none	none
13719	1524	3	1	0	square	blue
13720	1524	4	1	1	square	green
13721	1524	5	1	2	circle	green
13722	1524	6	2	0	none	none
13723	1524	7	2	1	square	green
13724	1524	8	2	2	square	red
13725	1525	0	0	0	square	green
13726	1525	1	0	1	square	blue
13727	1525	2	0	2	square	red
13728	1525	3	1	0	square	green
13729	1525	4	1	1	triangle	red
13730	1525	5	1	2	triangle	red
13731	1525	6	2	0	square	green
13732	1525	7	2	1	square	green
13733	1525	8	2	2	triangle	blue
13734	1526	0	0	0	circle	red
13735	1526	1	0	1	none	none
13736	1526	2	0	2	square	red
13737	1526	3	1	0	square	blue
13738	1526	4	1	1	none	none
13739	1526	5	1	2	none	none
13740	1526	6	2	0	square	blue
13741	1526	7	2	1	square	red
13742	1526	8	2	2	circle	red
13743	1527	0	0	0	triangle	red
13744	1527	1	0	1	square	red
13745	1527	2	0	2	square	green
13746	1527	3	1	0	none	none
13747	1527	4	1	1	circle	blue
13748	1527	5	1	2	triangle	green
13749	1527	6	2	0	square	blue
13750	1527	7	2	1	circle	red
13751	1527	8	2	2	circle	green
13752	1528	0	0	0	square	green
13753	1528	1	0	1	square	red
13754	1528	2	0	2	triangle	green
13755	1528	3	1	0	square	red
13756	1528	4	1	1	square	green
13757	1528	5	1	2	square	green
13758	1528	6	2	0	triangle	blue
13759	1528	7	2	1	square	green
13760	1528	8	2	2	square	blue
13761	1529	0	0	0	none	none
13762	1529	1	0	1	square	red
13763	1529	2	0	2	square	blue
13764	1529	3	1	0	square	green
13765	1529	4	1	1	square	red
13766	1529	5	1	2	triangle	green
13767	1529	6	2	0	square	red
13768	1529	7	2	1	none	none
13769	1529	8	2	2	none	none
13770	1530	0	0	0	none	none
13771	1530	1	0	1	square	green
13772	1530	2	0	2	triangle	blue
13773	1530	3	1	0	square	blue
13774	1530	4	1	1	square	green
13775	1530	5	1	2	square	red
13776	1530	6	2	0	square	blue
13777	1530	7	2	1	none	none
13778	1530	8	2	2	circle	blue
13779	1531	0	0	0	square	green
13780	1531	1	0	1	square	green
13781	1531	2	0	2	square	red
13782	1531	3	1	0	circle	red
13783	1531	4	1	1	none	none
13784	1531	5	1	2	circle	green
13785	1531	6	2	0	square	blue
13786	1531	7	2	1	square	blue
13787	1531	8	2	2	none	none
13788	1532	0	0	0	square	red
13789	1532	1	0	1	triangle	green
13790	1532	2	0	2	square	green
13791	1532	3	1	0	circle	green
13792	1532	4	1	1	square	red
13793	1532	5	1	2	square	blue
13794	1532	6	2	0	triangle	red
13795	1532	7	2	1	square	blue
13796	1532	8	2	2	triangle	blue
13797	1533	0	0	0	square	green
13798	1533	1	0	1	none	none
13799	1533	2	0	2	circle	red
13800	1533	3	1	0	circle	green
13801	1533	4	1	1	square	green
13802	1533	5	1	2	none	none
13803	1533	6	2	0	triangle	green
13804	1533	7	2	1	square	red
13805	1533	8	2	2	circle	blue
13806	1534	0	0	0	none	none
13807	1534	1	0	1	square	blue
13808	1534	2	0	2	square	blue
13809	1534	3	1	0	circle	green
13810	1534	4	1	1	square	blue
13811	1534	5	1	2	none	none
13812	1534	6	2	0	square	blue
13813	1534	7	2	1	square	red
13814	1534	8	2	2	square	blue
13815	1535	0	0	0	none	none
13816	1535	1	0	1	square	red
13817	1535	2	0	2	none	none
13818	1535	3	1	0	square	red
13819	1535	4	1	1	square	blue
13820	1535	5	1	2	circle	red
13821	1535	6	2	0	triangle	green
13822	1535	7	2	1	square	red
13823	1535	8	2	2	circle	green
13824	1536	0	0	0	circle	green
13825	1536	1	0	1	triangle	blue
13826	1536	2	0	2	triangle	green
13827	1536	3	1	0	square	green
13828	1536	4	1	1	square	red
13829	1536	5	1	2	triangle	red
13830	1536	6	2	0	none	none
13831	1536	7	2	1	square	blue
13832	1536	8	2	2	square	blue
13833	1537	0	0	0	square	red
13834	1537	1	0	1	triangle	green
13835	1537	2	0	2	square	green
13836	1537	3	1	0	square	green
13837	1537	4	1	1	square	red
13838	1537	5	1	2	square	blue
13839	1537	6	2	0	triangle	blue
13840	1537	7	2	1	triangle	red
13841	1537	8	2	2	square	red
13842	1538	0	0	0	triangle	blue
13843	1538	1	0	1	square	blue
13844	1538	2	0	2	square	red
13845	1538	3	1	0	square	green
13846	1538	4	1	1	square	red
13847	1538	5	1	2	none	none
13848	1538	6	2	0	none	none
13849	1538	7	2	1	circle	blue
13850	1538	8	2	2	triangle	blue
13851	1539	0	0	0	square	red
13852	1539	1	0	1	square	red
13853	1539	2	0	2	triangle	red
13854	1539	3	1	0	triangle	red
13855	1539	4	1	1	triangle	red
13856	1539	5	1	2	square	green
13857	1539	6	2	0	none	none
13858	1539	7	2	1	square	green
13859	1539	8	2	2	square	blue
13860	1540	0	0	0	square	green
13861	1540	1	0	1	triangle	blue
13862	1540	2	0	2	square	blue
13863	1540	3	1	0	square	green
13864	1540	4	1	1	triangle	red
13865	1540	5	1	2	square	green
13866	1540	6	2	0	square	blue
13867	1540	7	2	1	triangle	blue
13868	1540	8	2	2	square	blue
13869	1541	0	0	0	square	blue
13870	1541	1	0	1	square	red
13871	1541	2	0	2	none	none
13872	1541	3	1	0	circle	green
13873	1541	4	1	1	square	green
13874	1541	5	1	2	circle	red
13875	1541	6	2	0	square	blue
13876	1541	7	2	1	circle	red
13877	1541	8	2	2	triangle	green
13878	1542	0	0	0	none	none
13879	1542	1	0	1	circle	green
13880	1542	2	0	2	square	green
13881	1542	3	1	0	circle	green
13882	1542	4	1	1	square	blue
13883	1542	5	1	2	none	none
13884	1542	6	2	0	none	none
13885	1542	7	2	1	none	none
13886	1542	8	2	2	square	red
13887	1543	0	0	0	none	none
13888	1543	1	0	1	circle	green
13889	1543	2	0	2	square	red
13890	1543	3	1	0	triangle	blue
13891	1543	4	1	1	none	none
13892	1543	5	1	2	square	green
13893	1543	6	2	0	triangle	red
13894	1543	7	2	1	triangle	blue
13895	1543	8	2	2	none	none
13896	1544	0	0	0	square	green
13897	1544	1	0	1	square	green
13898	1544	2	0	2	triangle	green
13899	1544	3	1	0	square	green
13900	1544	4	1	1	none	none
13901	1544	5	1	2	none	none
13902	1544	6	2	0	none	none
13903	1544	7	2	1	square	blue
13904	1544	8	2	2	none	none
13905	1545	0	0	0	none	none
13906	1545	1	0	1	square	red
13907	1545	2	0	2	circle	blue
13908	1545	3	1	0	square	blue
13909	1545	4	1	1	square	red
13910	1545	5	1	2	square	green
13911	1545	6	2	0	triangle	red
13912	1545	7	2	1	square	red
13913	1545	8	2	2	square	red
13914	1546	0	0	0	triangle	green
13915	1546	1	0	1	square	red
13916	1546	2	0	2	none	none
13917	1546	3	1	0	square	green
13918	1546	4	1	1	square	blue
13919	1546	5	1	2	square	red
13920	1546	6	2	0	square	green
13921	1546	7	2	1	circle	red
13922	1546	8	2	2	square	blue
13923	1547	0	0	0	none	none
13924	1547	1	0	1	square	green
13925	1547	2	0	2	square	green
13926	1547	3	1	0	triangle	red
13927	1547	4	1	1	none	none
13928	1547	5	1	2	circle	blue
13929	1547	6	2	0	circle	red
13930	1547	7	2	1	circle	green
13931	1547	8	2	2	circle	green
13932	1548	0	0	0	square	blue
13933	1548	1	0	1	square	red
13934	1548	2	0	2	none	none
13935	1548	3	1	0	triangle	blue
13936	1548	4	1	1	square	green
13937	1548	5	1	2	square	blue
13938	1548	6	2	0	square	green
13939	1548	7	2	1	none	none
13940	1548	8	2	2	square	green
13941	1549	0	0	0	triangle	red
13942	1549	1	0	1	square	red
13943	1549	2	0	2	triangle	red
13944	1549	3	1	0	square	green
13945	1549	4	1	1	none	none
13946	1549	5	1	2	circle	green
13947	1549	6	2	0	square	red
13948	1549	7	2	1	square	green
13949	1549	8	2	2	square	green
13950	1550	0	0	0	triangle	blue
13951	1550	1	0	1	none	none
13952	1550	2	0	2	square	green
13953	1550	3	1	0	square	green
13954	1550	4	1	1	square	green
13955	1550	5	1	2	square	blue
13956	1550	6	2	0	square	green
13957	1550	7	2	1	square	blue
13958	1550	8	2	2	square	blue
13959	1551	0	0	0	none	none
13960	1551	1	0	1	circle	blue
13961	1551	2	0	2	triangle	red
13962	1551	3	1	0	triangle	red
13963	1551	4	1	1	square	green
13964	1551	5	1	2	none	none
13965	1551	6	2	0	square	green
13966	1551	7	2	1	square	red
13967	1551	8	2	2	square	red
13968	1552	0	0	0	square	blue
13969	1552	1	0	1	square	green
13970	1552	2	0	2	square	blue
13971	1552	3	1	0	square	green
13972	1552	4	1	1	square	blue
13973	1552	5	1	2	circle	green
13974	1552	6	2	0	none	none
13975	1552	7	2	1	triangle	red
13976	1552	8	2	2	square	green
13977	1553	0	0	0	square	red
13978	1553	1	0	1	triangle	green
13979	1553	2	0	2	triangle	green
13980	1553	3	1	0	square	green
13981	1553	4	1	1	square	red
13982	1553	5	1	2	square	blue
13983	1553	6	2	0	triangle	blue
13984	1553	7	2	1	square	red
13985	1553	8	2	2	circle	red
13986	1554	0	0	0	square	green
13987	1554	1	0	1	square	green
13988	1554	2	0	2	square	blue
13989	1554	3	1	0	square	blue
13990	1554	4	1	1	circle	blue
13991	1554	5	1	2	triangle	green
13992	1554	6	2	0	circle	red
13993	1554	7	2	1	square	green
13994	1554	8	2	2	none	none
13995	1555	0	0	0	triangle	green
13996	1555	1	0	1	circle	blue
13997	1555	2	0	2	square	green
13998	1555	3	1	0	square	red
13999	1555	4	1	1	triangle	green
14000	1555	5	1	2	square	red
14001	1555	6	2	0	square	blue
14002	1555	7	2	1	none	none
14003	1555	8	2	2	none	none
14004	1556	0	0	0	none	none
14005	1556	1	0	1	square	green
14006	1556	2	0	2	square	red
14007	1556	3	1	0	square	blue
14008	1556	4	1	1	none	none
14009	1556	5	1	2	square	blue
14010	1556	6	2	0	square	blue
14011	1556	7	2	1	triangle	blue
14012	1556	8	2	2	circle	green
14013	1557	0	0	0	triangle	red
14014	1557	1	0	1	square	red
14015	1557	2	0	2	square	green
14016	1557	3	1	0	none	none
14017	1557	4	1	1	none	none
14018	1557	5	1	2	square	blue
14019	1557	6	2	0	none	none
14020	1557	7	2	1	square	green
14021	1557	8	2	2	square	blue
14022	1558	0	0	0	square	blue
14023	1558	1	0	1	triangle	blue
14024	1558	2	0	2	none	none
14025	1558	3	1	0	square	green
14026	1558	4	1	1	square	red
14027	1558	5	1	2	none	none
14028	1558	6	2	0	square	red
14029	1558	7	2	1	none	none
14030	1558	8	2	2	square	green
14031	1559	0	0	0	square	green
14032	1559	1	0	1	none	none
14033	1559	2	0	2	square	green
14034	1559	3	1	0	square	red
14035	1559	4	1	1	circle	green
14036	1559	5	1	2	square	red
14037	1559	6	2	0	square	red
14038	1559	7	2	1	none	none
14039	1559	8	2	2	none	none
14040	1560	0	0	0	triangle	green
14041	1560	1	0	1	none	none
14042	1560	2	0	2	none	none
14043	1560	3	1	0	square	green
14044	1560	4	1	1	none	none
14045	1560	5	1	2	square	blue
14046	1560	6	2	0	none	none
14047	1560	7	2	1	triangle	blue
14048	1560	8	2	2	square	blue
14049	1561	0	0	0	triangle	red
14050	1561	1	0	1	square	green
14051	1561	2	0	2	circle	red
14052	1561	3	1	0	square	red
14053	1561	4	1	1	circle	blue
14054	1561	5	1	2	triangle	green
14055	1561	6	2	0	circle	red
14056	1561	7	2	1	square	green
14057	1561	8	2	2	square	blue
14058	1562	0	0	0	circle	red
14059	1562	1	0	1	square	green
14060	1562	2	0	2	square	green
14061	1562	3	1	0	none	none
14062	1562	4	1	1	square	red
14063	1562	5	1	2	square	red
14064	1562	6	2	0	square	blue
14065	1562	7	2	1	none	none
14066	1562	8	2	2	none	none
14067	1563	0	0	0	square	green
14068	1563	1	0	1	square	red
14069	1563	2	0	2	triangle	red
14070	1563	3	1	0	circle	green
14071	1563	4	1	1	square	blue
14072	1563	5	1	2	circle	red
14073	1563	6	2	0	triangle	red
14074	1563	7	2	1	square	red
14075	1563	8	2	2	square	red
14076	1564	0	0	0	triangle	green
14077	1564	1	0	1	triangle	blue
14078	1564	2	0	2	square	blue
14079	1564	3	1	0	square	green
14080	1564	4	1	1	none	none
14081	1564	5	1	2	square	blue
14082	1564	6	2	0	square	blue
14083	1564	7	2	1	circle	red
14084	1564	8	2	2	square	red
14085	1565	0	0	0	square	blue
14086	1565	1	0	1	triangle	blue
14087	1565	2	0	2	triangle	green
14088	1565	3	1	0	square	red
14089	1565	4	1	1	none	none
14090	1565	5	1	2	circle	red
14091	1565	6	2	0	none	none
14092	1565	7	2	1	none	none
14093	1565	8	2	2	square	red
14094	1566	0	0	0	square	blue
14095	1566	1	0	1	circle	green
14096	1566	2	0	2	square	green
14097	1566	3	1	0	none	none
14098	1566	4	1	1	none	none
14099	1566	5	1	2	square	blue
14100	1566	6	2	0	square	green
14101	1566	7	2	1	circle	red
14102	1566	8	2	2	triangle	red
14103	1567	0	0	0	none	none
14104	1567	1	0	1	circle	blue
14105	1567	2	0	2	circle	red
14106	1567	3	1	0	none	none
14107	1567	4	1	1	square	green
14108	1567	5	1	2	square	blue
14109	1567	6	2	0	square	blue
14110	1567	7	2	1	triangle	red
14111	1567	8	2	2	none	none
14112	1568	0	0	0	square	green
14113	1568	1	0	1	circle	green
14114	1568	2	0	2	circle	blue
14115	1568	3	1	0	circle	green
14116	1568	4	1	1	square	red
14117	1568	5	1	2	square	green
14118	1568	6	2	0	none	none
14119	1568	7	2	1	none	none
14120	1568	8	2	2	none	none
14121	1569	0	0	0	none	none
14122	1569	1	0	1	none	none
14123	1569	2	0	2	none	none
14124	1569	3	1	0	square	green
14125	1569	4	1	1	square	red
14126	1569	5	1	2	square	red
14127	1569	6	2	0	square	green
14128	1569	7	2	1	square	blue
14129	1569	8	2	2	square	blue
14130	1570	0	0	0	square	red
14131	1570	1	0	1	square	red
14132	1570	2	0	2	none	none
14133	1570	3	1	0	square	blue
14134	1570	4	1	1	triangle	red
14135	1570	5	1	2	square	blue
14136	1570	6	2	0	square	blue
14137	1570	7	2	1	none	none
14138	1570	8	2	2	circle	green
14139	1571	0	0	0	triangle	blue
14140	1571	1	0	1	square	blue
14141	1571	2	0	2	square	blue
14142	1571	3	1	0	circle	red
14143	1571	4	1	1	none	none
14144	1571	5	1	2	square	blue
14145	1571	6	2	0	circle	blue
14146	1571	7	2	1	circle	red
14147	1571	8	2	2	circle	green
14148	1572	0	0	0	square	green
14149	1572	1	0	1	triangle	green
14150	1572	2	0	2	square	green
14151	1572	3	1	0	square	green
14152	1572	4	1	1	none	none
14153	1572	5	1	2	triangle	green
14154	1572	6	2	0	circle	green
14155	1572	7	2	1	none	none
14156	1572	8	2	2	none	none
14157	1573	0	0	0	square	blue
14158	1573	1	0	1	none	none
14159	1573	2	0	2	none	none
14160	1573	3	1	0	none	none
14161	1573	4	1	1	triangle	green
14162	1573	5	1	2	none	none
14163	1573	6	2	0	circle	green
14164	1573	7	2	1	square	green
14165	1573	8	2	2	square	red
14166	1574	0	0	0	none	none
14167	1574	1	0	1	square	red
14168	1574	2	0	2	triangle	red
14169	1574	3	1	0	square	red
14170	1574	4	1	1	circle	red
14171	1574	5	1	2	square	green
14172	1574	6	2	0	none	none
14173	1574	7	2	1	square	blue
14174	1574	8	2	2	square	green
14175	1575	0	0	0	triangle	green
14176	1575	1	0	1	circle	red
14177	1575	2	0	2	circle	green
14178	1575	3	1	0	square	red
14179	1575	4	1	1	square	red
14180	1575	5	1	2	square	green
